,Created_at,Text,Clean Text,ID,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas,Screen_Name
230,2022-03-21 23:07:09+00:00,"#CorrigiendoTitulares

El gobierno de Sánchez Pérez-Castejón se equivoca de interlocutores en la huelga del transporte y llega a acuerdo  con Comilonas Obreras y la Unión de Golfos Traidores... https://t.co/rTO3Da3TfR", corrigiendotitulares  el gobierno de s nchez p rez castej n se equivoca de interlocutores en la huelga del transporte y llega a acuerdo  con comilonas obreras y la uni n de golfos traidores     ,1506044774024888326,es,1,0,2014-12-12 23:40:18+00:00,5878,False,106964,España,,haba_tar
232,2022-03-21 23:06:56+00:00,"@antolozazd @raquelsjimenez de solucionar la huelga de transporte, han logrado agravarla: desde mañana, varias patronales grandes del sector se suman...

Disfrutemos del socialismo (y 20.000 millones para chochocharlas, no olvidemos)

https://t.co/sq0yKbANPU",    de solucionar la huelga de transporte  han logrado agravarla  desde ma ana  varias patronales grandes del sector se suman     disfrutemos del socialismo  y 20 000 millones para chochocharlas  no olvidemos    ,1506044717359935492,es,29,7,2016-02-15 10:13:19+00:00,2374,False,367436,Andalucía Libre de Socialismo,,MartenCousland
240,2022-03-21 23:05:20+00:00,"@raquelsjimenez No tienes vergüenza señora ministra de transporte. La huelga no se para, lo único que puedes prometer es que la patronal tenga un 2x1 en ruedas MICHELIN, por que el paro seguirá y con más fuerza hasta que se siente con la Plataforma del transporte.  
#HuelgaTransporte https://t.co/VgxYvsRJnU",  no tienes verg enza se ora ministra de transporte  la huelga no se para  lo  nico que puedes prometer es que la patronal tenga un 2x1 en ruedas michelin  por que el paro seguir  y con m s fuerza hasta que se siente con la plataforma del transporte     huelgatransporte  ,1506044316417933327,es,6,5,2015-08-16 00:53:42+00:00,166,False,2878,,,SprigganSnake
241,2022-03-21 23:05:14+00:00,"El sector de la restauración colectiva, responsable de dar de comer en comedores escolares, universitarios, empresas, hospitales o residencias, ha alertado del riesgo de paralización de su actividad diaria.   https://t.co/Ddd5sufRml",el sector de la restauraci n colectiva  responsable de dar de comer en comedores escolares  universitarios  empresas  hospitales o residencias  ha alertado del riesgo de paralizaci n de su actividad diaria     ,1506044290560110594,es,0,0,2016-09-28 07:55:59+00:00,657,False,25644,"General Pardiñas, 23, Madrid",,pinalesaladbar
251,2022-03-21 23:03:51+00:00,"RT @FritzVaar: Si tensas demasiado una cuerda, se rompe y no sirve. En lo que se refiere a la huelga de transporte, la apoyo, pero todo tie…", si tensas demasiado una cuerda  se rompe y no sirve  en lo que se refiere a la huelga de transporte  la apoyo  pero todo tie ,1506043943070449664,es,0,11,2011-10-27 15:41:59+00:00,447,False,43460,,,tirnillos
256,2022-03-21 23:02:10+00:00,"1901, huelga del gremio del transporte, de los trabajadores de los molinos y obreros del puerto. Reclamaban mejoras en la jornada laboral.

Por tirar un ejemplo, nomás, de esos que se aprenden agarrando un libro. https://t.co/eK96nHhdll",1901  huelga del gremio del transporte  de los trabajadores de los molinos y obreros del puerto  reclamaban mejoras en la jornada laboral   por tirar un ejemplo  nom s  de esos que se aprenden agarrando un libro   ,1506043520712384516,es,0,0,2020-06-03 14:34:32+00:00,471,False,20265,,,paisajoso
257,2022-03-21 23:01:43+00:00,"verás tú como las petroleras tb se sumen a la Huelga... el Gobierno cree que todos nos debemos apretar el cinturón, menos ellos... que buscan dinero bajo las piedras. https://t.co/R3zesl6kZu",ver s t  como las petroleras tb se sumen a la huelga    el gobierno cree que todos nos debemos apretar el cintur n  menos ellos    que buscan dinero bajo las piedras   ,1506043403573858307,es,0,0,2009-05-07 17:10:29+00:00,435,False,50434,"Madrid, Spain",,flyriviera
258,2022-03-21 23:01:19+00:00,"mira  paleto  @Titaniu27960435  aqui tienes la noticia  y  ahora que   que dices 

Asturquimia para la producción y puede dejar sin agua potable al norte de España https://t.co/BcV5tqBGHh a través de @COPE",mira  paleto     aqui tienes la noticia  y  ahora que   que dices   asturquimia para la producci n y puede dejar sin agua potable al norte de espa a   a trav s de  ,1506043303380373511,es,1,0,2015-01-03 13:06:18+00:00,137,False,2100,en algun lugar del mundo ,,alberto14041
263,2022-03-21 23:00:12+00:00,"🤔,... ¿No hay huelga?

📥 🔥 ➡️ marcha lenta de camiones por Huelva por la #huelgadetransportes

📥 ➡️ La Asociación Nacional de Estaciones Automáticas(Aesae) ha advertido que la huelga de transporte está empezando a causar desabastecimiento

🔊 https://t.co/tfCeig4lzK 🇪🇸 https://t.co/CBf7yRJxsS",       no hay huelga          marcha lenta de camiones por huelva por la  huelgadetransportes       la asociaci n nacional de estaciones autom ticas aesae  ha advertido que la huelga de transporte est  empezando a causar desabastecimiento          ,1506043022856929282,es,2,2,2018-12-25 22:44:03+00:00,3646,False,14788,,,nocierresvive
270,2022-03-21 22:57:40+00:00,"RT @funramonrubial: 🗣️ @JHurtadoGV: ""El sector del transporte hace una gran labor, lo ha hecho durante la pandemia, y respetando el derecho…",        el sector del transporte hace una gran labor  lo ha hecho durante la pandemia  y respetando el derecho ,1506042387541417993,es,0,5,2020-03-13 22:32:16+00:00,756,False,83716,,,LilianaAmeiro
273,2022-03-21 22:56:44+00:00,"@Thamgeri 🔴 ÚLTIMA HORA | La Plataforma del Transporte, convocante de la protesta de los camioneros, rechaza el acuerdo con las asociaciones mayoritarias. Seguirá con la huelga indefinida pese al plan de ayuda del Gobierno de 500 mill https://t.co/BVwJh6sNkA https://t.co/dFZm5gVV8E",     ltima hora   la plataforma del transporte  convocante de la protesta de los camioneros  rechaza el acuerdo con las asociaciones mayoritarias  seguir  con la huelga indefinida pese al plan de ayuda del gobierno de 500 mill    ,1506042150915653634,es,1,0,2019-03-01 15:41:50+00:00,1658,False,37582,El Paraíso - Málaga ,,Diablito_Cule__
276,2022-03-21 22:56:08+00:00,"RT @JavierArocaA: Y la tanketa , #Marlaska @interiorgob , dónde está la tanketa? La de Cadi .  

El Gobierno califica la huelga del transpo…", y la tanketa    marlaska     d nde est  la tanketa  la de cadi      el gobierno califica la huelga del transpo ,1506041999614484492,es,0,330,2018-01-07 17:13:30+00:00,1535,False,200099,Sistema solar,,Maite66763376
281,2022-03-21 22:55:04+00:00,Los camiones y tractores se hacen oír en Jerez en defensa del sector https://t.co/jHym8VK4XE https://t.co/tXDPh8rttd,los camiones y tractores se hacen o r en jerez en defensa del sector    ,1506041733657808908,es,2,0,2011-02-08 09:21:38+00:00,17243,False,397,Jerez de la Frontera,,diariodejerez
284,2022-03-21 22:54:43+00:00,RT @mendy_asigc: Crisis en Gipuzkoa: La huelga del transporte obliga a parar a grandes empresas de Gipuzkoa como CAF | El Diario Vasco http…, crisis en gipuzkoa  la huelga del transporte obliga a parar a grandes empresas de gipuzkoa como caf   el diario vasco http ,1506041644826742791,es,0,2,2011-11-19 20:08:29+00:00,968,False,135616,España,,LpezGranja
286,2022-03-21 22:54:35+00:00,"RT @MarDGamero: La Ministra de Transporte sobre la huelga del sector 
 “Yo no me voy a sentar con un grupo de radicales que utiliza la viol…", la ministra de transporte sobre la huelga del sector    yo no me voy a sentar con un grupo de radicales que utiliza la viol ,1506041611565903874,es,0,2294,2013-11-18 00:59:58+00:00,131,False,13962,Sevilla,,GilabertNuria
287,2022-03-21 22:54:29+00:00,"RT @HumanoCritico: @MuanoOscar La Plataforma del Transporte rechaza 500 millones, sigue huelga. Joden al campo, no reparten sus mercancias.…",   la plataforma del transporte rechaza 500 millones  sigue huelga  joden al campo  no reparten sus mercancias  ,1506041586723004417,es,0,1,2013-05-22 15:59:27+00:00,10239,False,5122,,,joseeduardoRein
288,2022-03-21 22:54:28+00:00,"‘La #banca cierra una de cada tres oficinas en los últimos cinco años’; el #Gobierno intenta parar la #huelga del transporte con 500MM€/ #Fenadismer se suma a los convocantes, que siguen en #paro pese al acuerdo del Ejecutivo con #CNTC, y #TelefónicaTech compra #Incremental https://t.co/dlpEeD1UsP", la  banca cierra una de cada tres oficinas en los  ltimos cinco a os   el  gobierno intenta parar la  huelga del transporte con 500mm    fenadismer se suma a los convocantes  que siguen en  paro pese al acuerdo del ejecutivo con  cntc  y  telef nicatech compra  incremental  ,1506041580645494790,es,3,2,2010-12-30 15:41:05+00:00,2225,False,54,España,,JuanjoMorodo
290,2022-03-21 22:54:06+00:00,"España. La Plataforma de Defensa del Sector del Transporte de Mercancías por Carretera desmiente que el Ministerio de Transportes, Movilidad y Agenda Urbana @mitmagob haya llegado a un acuerdo con los convocantes de la huelga del sector https://t.co/d0prf143Bz",espa a  la plataforma de defensa del sector del transporte de mercanc as por carretera desmiente que el ministerio de transportes  movilidad y agenda urbana   haya llegado a un acuerdo con los convocantes de la huelga del sector  ,1506041488123310080,es,3,2,2011-11-13 18:00:23+00:00,2704,False,4545,"Madrid, España",,Agencia_FARO
300,2022-03-21 22:52:35+00:00,"🚛 #HUELGATRANSPORTE

⛽ Las gasolineras automáticas acusan desabastecimiento. https://t.co/w2u0MKOf1A",   huelgatransporte    las gasolineras autom ticas acusan desabastecimiento   ,1506041107741908994,es,5,1,2009-02-09 17:08:03+00:00,272812,True,26529,Málaga,,DiarioSUR
301,2022-03-21 22:52:34+00:00,RT @cyltv: #CuestiónDePrioridades ¿Tiene que reunirse el Gobierno con las plataformas minoritarias del transporte que son las organizadoras…,  cuesti ndeprioridades  tiene que reunirse el gobierno con las plataformas minoritarias del transporte que son las organizadoras ,1506041104558399498,es,0,3,2014-09-02 13:35:00+00:00,2100,False,87546,,,DuranEstevez00
305,2022-03-21 22:51:58+00:00,"RT @__63M36__: Que esos son los malos inútilas...
Las tres marías hacen el paripé de reunión con el Transporte con el CNTC, los cuales no d…", que esos son los malos in tilas    las tres mar as hacen el parip  de reuni n con el transporte con el cntc  los cuales no d ,1506040953743810563,es,0,20,2019-02-28 14:48:14+00:00,19493,False,200211,"Principado de Asturias, España",,Manu19786
309,2022-03-21 22:51:34+00:00,RT @OndaCeroSierra: #tertulia #LaBrújula Tertulia: ¿Terminará el Gobierno reuniéndose con el sector que ha convocado la huelga de transport…,  tertulia  labr jula tertulia   terminar  el gobierno reuni ndose con el sector que ha convocado la huelga de transport ,1506040853034246144,es,0,5,2015-01-14 09:59:22+00:00,230,False,8896,Gettysburg,,GettysburgiBook
312,2022-03-21 22:50:53+00:00,"RT @lozomarti: Antes dice el Gobierno que ""no hay problemas de abastecimiento"", que la derecha empieza su ""huelga"" de transporte!

- Que no…", antes dice el gobierno que  no hay problemas de abastecimiento   que la derecha empieza su  huelga  de transporte     que no ,1506040678215790596,es,0,34,2015-06-10 08:48:10+00:00,182,False,28268,,,laportuguesita
313,2022-03-21 22:50:52+00:00,"La huelga de transporte amenaza a comedores escolares, hospitales y residencias https://t.co/vkq926dZzw",la huelga de transporte amenaza a comedores escolares  hospitales y residencias  ,1506040677204963331,es,0,1,2014-06-15 21:58:31+00:00,116,False,18,Calle Alonso Canos 66,,alcampss
314,2022-03-21 22:50:51+00:00,"RT @AlexCervantes_: Hace un rato en @OndaCero_es han preguntado por la huelga de transporte, y la ministra ha dicho que es un paro, no una…", hace un rato en   es han preguntado por la huelga de transporte  y la ministra ha dicho que es un paro  no una ,1506040670766706696,es,0,1,2012-05-09 16:56:14+00:00,720,False,45972,,,FranRuizGirona
320,2022-03-21 22:49:32+00:00,RT @Agenda2030_: Un fuerte aplauso a todos los sistémicos que no les afecta la huelga del transporte porque ellos lo compran todo a través…, un fuerte aplauso a todos los sist micos que no les afecta la huelga del transporte porque ellos lo compran todo a trav s ,1506040341320843264,es,0,14,2011-05-23 12:24:17+00:00,2701,False,48936,,,Laluli77
326,2022-03-21 22:48:38+00:00,"RT @_RafaElPiky_: Este país no necesita una huelga de transporte... Este país necesita salir a la calle pero en masa. Camiones, coches, bic…", este pa s no necesita una huelga de transporte    este pa s necesita salir a la calle pero en masa  camiones  coches  bic ,1506040112785903616,es,0,75,2010-09-22 15:55:48+00:00,1214,False,22785,España,,malaumaral
331,2022-03-21 22:48:11+00:00,"RT @gualtrapa: Hasta el final, huelga general¡ #HuelgaTransporte 

Huelga de transporte hoy, última hora | Los transportistas que convocaro…", hasta el final  huelga general   huelgatransporte   huelga de transporte hoy   ltima hora   los transportistas que convocaro ,1506040000533651463,es,0,7,2017-11-10 13:23:35+00:00,207,False,10561,"New York, NY",,ildineri
334,2022-03-21 22:47:41+00:00,@Celiamm4 Y lo de la leche es por el desabastecimiento por la huelga de transporte no?,  y lo de la leche es por el desabastecimiento por la huelga de transporte no ,1506039874385756161,es,0,0,2020-06-20 09:12:43+00:00,150,False,7390,"Cáceres, España",,Maarttiinnezz
339,2022-03-21 22:47:10+00:00,RT @ramondengrag2: Estáis obcecados con la puta derecha y que la puta patronal es la causabte de esta huelga del transporte y la patronal n…, est is obcecados con la puta derecha y que la puta patronal es la causabte de esta huelga del transporte y la patronal n ,1506039744634961921,es,0,2,2019-07-03 07:50:32+00:00,296,False,44398,,,amurrio_maria
342,2022-03-21 22:47:00+00:00,"La huelga de transporte nos está afectando, ya que el pienso que debería haber llegado la semana pasada aún no ha llegado. Tememos que esto vaya para largo, por eso hacemos un llamamiento para la gente que quiera DONARNOS PIENSO 🙏.
¿Alguien nos echa una patita? 🐾
¡Gracias! https://t.co/O9eKUNqPun",la huelga de transporte nos est  afectando  ya que el pienso que deber a haber llegado la semana pasada a n no ha llegado  tememos que esto vaya para largo  por eso hacemos un llamamiento para la gente que quiera donarnos pienso     alguien nos echa una patita     gracias   ,1506039700586442756,es,4,12,2011-04-18 08:50:39+00:00,12768,False,1787,"Sevilla, España",,ArcadeNoeSevill
351,2022-03-21 22:46:03+00:00,"RT @MDoloresMata: La huelga de los transpotistas paraliza el país 
El impacto económico del paro del transporte crece cada hora que pasa.En…", la huelga de los transpotistas paraliza el pa s  el impacto econ mico del paro del transporte crece cada hora que pasa en ,1506039464916918273,es,0,1,2014-07-20 16:18:35+00:00,4769,False,11833,Andújar Jaén ,,ExclusivaDLM
352,2022-03-21 22:45:50+00:00,"@GutierrezTejero @ShellPinky1 @GquirogaGonzalo Veremos si puede resistir el envite.
La huelga indefinida del transporte a la que se han añadido algunas patronales, no se lo van a poner fácil.
Sin tener en cuenta la manifestación de ayer, que fue de antología",      veremos si puede resistir el envite  la huelga indefinida del transporte a la que se han a adido algunas patronales  no se lo van a poner f cil  sin tener en cuenta la manifestaci n de ayer  que fue de antolog a,1506039407823970307,es,3,0,2011-03-31 15:23:24+00:00,4281,False,15624,Bilbao.-España,,MJesusCalderon
